saleprice,age,neighborhood_order,local_conditions,was_remodeled,overall_qual,house_style_order_1.5,house_style_order_2.0,exter_qual,exterior_1n2,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,bldg_type_2fmcon,roof_style_hip,residential,functional,lot_frontage,lot_area,outside_porch_sf,garage_fin_area,garage_cars,paved_drive,bsmt_qual,bsmtfin_type_sf,bsmt_exposure,heating_qc,kitchen_qual,fireplace_qu,all_floors_sf,totrms_abvgrd,room_size,all_baths,gr_liv_area
113500,42,1,2,0,5,0,0,3,6,0,0,0,0,1,1,8,75.0,11625,215,2004.0,1.0,2,3,2108.0,1,3,3,1,1052,6,175.33333333333334,1.5,1052
140200,67,2,1,1,6,1,0,3,6,0,0,0,0,0,1,8,65.0,6435,0,312.0,1.0,2,3,0.0,1,4,2,4,1577,6,262.8333333333333,1.0,1577
116000,38,1,1,0,5,0,0,3,8,0,0,0,0,0,1,8,65.0,8450,155,294.0,1.0,2,3,1458.0,1,3,3,0,909,5,181.8,1.0,909
359900,1,4,2,1,9,0,0,5,10,0,0,0,0,1,1,8,88.0,11577,386,2046.0,3.0,2,4,8730.0,4,5,5,4,1838,9,204.22222222222223,3.0,1838
157500,29,3,2,0,6,0,1,3,7,0,0,0,0,0,1,8,50.0,8340,442,317.0,1.0,2,4,3054.0,3,3,3,0,1388,6,231.33333333333334,1.5,1388
190000,54,2,2,1,5,0,0,4,6,0,0,0,0,1,1,8,85.0,10708,618,909.0,1.0,2,3,3830.0,1,5,3,4,1867,7,266.7142857142857,2.0,1867
100000,85,2,1,1,5,0,0,3,6,0,0,0,0,0,1,7,60.0,6911,0,440.0,2.0,2,3,810.0,2,3,2,0,1301,5,260.2,1.0,1301
160000,42,2,2,0,6,0,0,3,6,0,0,0,0,1,1,8,80.0,8800,116,922.0,1.0,2,3,2212.0,1,3,3,4,1251,6,208.5,2.0,1251
203000,8,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,65.0,10739,184,1154.0,2.0,2,4,7554.0,1,5,4,0,1444,6,240.66666666666666,3.0,1444
302000,17,4,2,0,8,0,1,4,6,0,0,0,0,0,1,8,86.5,9572,500,1500.0,2.0,2,5,2892.0,1,5,4,5,2810,9,312.22222222222223,2.5,2810
143000,30,3,2,0,6,0,0,3,8,0,0,1,0,0,1,8,50.0,8012,80,528.0,1.0,2,4,2648.0,1,3,3,3,923,5,184.6,2.0,923
267000,9,3,2,1,8,0,1,4,10,0,0,0,0,0,1,8,66.0,16226,258,2049.0,2.0,2,4,1686.0,1,5,4,3,2452,9,272.44444444444446,2.5,2452
103000,43,2,2,0,4,0,0,3,6,1,0,0,0,0,1,8,72.0,10899,0,530.0,3.0,2,0,0.0,0,3,3,0,1224,8,153.0,2.0,1224
153500,8,2,2,0,6,0,0,3,10,0,0,1,0,1,1,8,32.0,4500,199,1215.0,2.0,2,5,7206.0,1,5,3,0,1337,5,267.4,3.0,1337
171000,32,1,1,1,5,1,0,3,6,0,0,0,0,0,1,6,41.5,16647,0,1833.0,2.0,2,4,6950.0,4,3,3,3,1701,6,283.5,3.0,1701
107000,82,1,1,1,4,1,0,3,6,0,0,0,0,0,1,6,62.0,8707,56,288.0,1.0,2,3,0.0,1,3,3,0,1669,9,185.44444444444446,1.5,1669
128500,39,2,2,0,6,0,0,3,6,0,0,0,0,0,1,8,66.0,8300,0,288.0,1.0,2,3,2856.0,2,4,3,0,952,5,190.4,2.0,952
116000,50,2,2,0,5,0,0,3,6,0,0,0,0,0,1,8,72.0,9770,34,308.0,1.0,2,3,1536.0,1,3,3,0,922,5,184.4,2.0,922
160000,29,2,2,0,5,0,0,3,10,0,0,0,0,0,1,8,80.0,17400,336,968.0,2.0,1,3,4680.0,1,2,3,4,1126,5,225.2,3.0,1126
180000,16,4,2,0,8,0,0,4,6,0,0,1,0,0,1,8,39.0,5070,226,1012.0,2.0,2,4,0.0,2,5,4,0,1280,5,256.0,2.0,1280
133000,37,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,66.0,7920,120,736.0,1.0,2,3,4119.0,1,5,5,0,914,5,182.8,1.0,914
215000,9,2,2,0,7,1,0,3,6,1,0,0,0,0,1,8,78.0,7020,48,2352.0,4.0,2,4,7458.0,4,4,3,0,1368,8,171.0,4.0,1368
177500,67,3,2,1,6,0,1,3,6,0,0,0,0,0,1,8,65.0,7500,224,213.0,1.0,1,3,2188.0,1,2,4,4,1494,7,213.42857142857142,1.0,1494
215000,1,4,2,0,8,0,0,4,10,0,0,0,0,0,1,8,76.0,10612,214,1452.0,2.0,2,4,168.0,2,4,4,4,1534,7,219.14285714285714,2.0,1534
150000,71,2,2,1,5,1,0,3,6,0,0,0,0,0,1,8,51.0,6120,373,250.0,1.0,2,3,546.0,1,3,3,4,1582,6,263.6666666666667,2.0,1582
320000,20,3,2,0,7,0,1,3,8,0,0,0,0,1,1,8,90.0,12376,367,594.0,3.0,2,4,8820.0,2,4,4,3,3222,11,292.90909090909093,4.0,3222
167000,45,2,2,0,6,0,0,3,7,0,0,0,0,0,1,8,100.0,10004,152,944.0,2.0,2,3,1968.0,1,3,3,0,1516,6,252.66666666666666,1.5,1516
125000,71,1,2,1,5,0,0,3,6,0,0,0,0,0,1,8,55.0,8250,121,260.0,1.0,2,0,0.0,0,3,3,3,1032,6,172.0,1.0,1032
65000,59,2,2,1,3,0,0,3,6,0,0,0,0,0,1,3,103.0,12205,0,0.0,0.0,0,2,0.0,1,4,3,0,1588,6,264.6666666666667,2.0,1588
200141,0,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,103.0,11175,20,1320.0,2.0,2,4,0.0,3,5,4,4,1316,6,219.33333333333334,2.0,1316
235876,0,4,1,0,7,0,0,4,10,0,0,0,0,0,1,8,85.0,9965,228,480.0,2.0,2,4,0.0,1,5,4,3,1528,6,254.66666666666666,4.0,1528
123000,109,1,2,1,5,0,1,3,2,0,0,0,0,0,1,8,50.0,8660,705,576.0,2.0,2,3,0.0,1,5,4,0,1856,11,197.0909090909091,2.0,2168
137500,55,1,1,0,5,1,0,3,6,0,0,0,0,0,1,8,82.0,12375,0,288.0,1.0,2,3,1316.0,1,3,3,3,1422,7,203.14285714285714,2.0,1422
123600,13,3,2,1,4,0,0,3,10,0,0,0,0,0,1,8,60.0,8070,0,0.0,0.0,2,4,3528.0,1,5,3,0,990,5,198.0,2.0,990
160000,41,2,2,0,6,0,0,3,6,0,0,0,0,0,1,8,84.0,8658,138,880.0,2.0,2,3,1929.0,1,5,3,3,1324,6,220.66666666666666,2.0,1324
181000,7,2,2,0,6,0,1,3,10,0,0,0,0,0,1,8,63.0,8063,148,926.0,2.0,2,4,0.0,1,5,3,3,1690,7,241.42857142857142,2.5,1690
125000,53,2,0,1,5,0,0,3,6,0,0,0,0,0,1,8,49.0,8235,190,1440.0,2.0,2,3,2295.0,1,3,3,0,825,4,206.25,2.0,825
154000,41,3,1,0,6,0,1,3,6,0,0,0,0,0,1,8,78.0,11700,0,441.0,2.0,2,3,894.0,1,5,3,0,1556,8,194.5,1.5,1556
231000,17,2,2,1,6,0,1,4,10,0,0,0,0,0,1,8,74.0,12961,474,1848.0,2.0,2,4,5664.0,2,5,4,2,1797,7,256.7142857142857,3.5,1797
142000,42,2,2,0,5,0,0,3,10,0,0,0,0,0,1,8,65.0,8450,269,304.0,1.0,2,3,3100.0,1,5,3,2,1056,6,176.0,2.0,1056
375000,1,3,2,1,8,0,0,4,10,0,0,1,0,1,1,8,41.0,5748,329,1485.0,2.0,2,5,9438.0,4,5,5,4,1778,5,355.6,4.0,1778
115000,39,2,2,0,4,0,0,3,6,0,0,0,0,0,1,8,70.0,10500,0,0.0,0.0,2,3,2160.0,1,3,3,1,864,5,172.8,1.0,864
185000,5,4,2,1,7,0,0,4,10,0,0,0,0,0,1,8,62.0,7500,113,800.0,2.0,2,4,2460.0,1,5,4,0,1221,6,203.5,3.0,1221
108500,87,1,2,1,6,1,0,3,6,0,0,0,0,0,1,8,62.0,10042,84,216.0,1.0,2,3,1678.0,1,3,3,4,865,4,216.25,2.0,865
147400,1,4,2,0,7,0,1,4,6,0,1,0,0,0,1,8,24.0,2544,166,960.0,2.0,2,4,0.0,1,5,4,0,1143,4,305.75,2.5,1223
156000,10,4,2,0,7,0,1,4,6,0,0,1,0,1,1,8,35.0,3768,34,506.0,2.0,2,4,3294.0,1,5,4,0,1452,6,242.0,3.5,1452
120000,93,1,2,1,5,1,0,3,6,0,0,0,0,0,1,8,60.0,10320,117,400.0,2.0,2,3,0.0,1,4,3,0,1308,6,218.0,2.0,1308
167000,5,2,1,0,7,0,0,4,10,0,0,0,0,0,1,8,61.0,9734,0,1200.0,2.0,2,4,1785.0,2,5,4,0,1374,7,196.28571428571428,2.5,1374
191000,3,3,2,1,7,0,0,4,10,0,0,1,0,0,1,8,43.0,3182,176,1311.0,2.0,2,4,96.0,1,5,4,4,1504,7,214.85714285714286,2.0,1504
161500,10,2,2,0,6,0,0,3,10,0,0,0,0,0,1,8,56.0,8872,0,1170.0,2.0,2,4,0.0,1,4,3,3,1384,7,197.71428571428572,2.5,1384
130000,52,2,2,1,5,0,0,3,10,0,0,0,0,0,1,8,70.0,12198,360,620.0,1.0,2,3,2340.0,3,3,3,3,1411,7,201.57142857142858,1.0,1411
132500,44,1,2,0,5,0,0,3,6,0,0,0,0,1,1,8,80.0,8480,216,624.0,2.0,2,3,3780.0,1,3,3,0,970,5,194.0,2.0,970
144000,38,1,2,0,5,0,0,3,6,0,0,0,0,1,1,8,70.0,10200,143,912.0,3.0,2,4,3520.0,3,5,4,0,904,5,180.8,1.0,904
141000,28,1,2,0,5,0,1,3,8,1,0,0,0,0,1,8,38.0,9555,0,1737.0,2.0,2,0,0.0,0,3,3,0,2233,11,203.0,2.5,2233
117000,35,3,2,1,4,0,0,3,8,0,0,0,0,0,1,8,60.0,7200,352,728.0,2.0,2,3,1155.0,1,4,4,0,875,5,175.0,1.0,875
84500,71,1,2,1,6,1,0,3,6,0,0,0,1,0,1,8,60.0,6780,53,0.0,0.0,0,3,2940.0,3,4,3,0,520,5,150.8,2.0,754
256000,54,2,2,1,4,0,0,3,8,0,0,0,0,0,1,7,77.5,53227,361,1587.0,2.0,2,4,4464.0,4,5,4,4,1663,6,277.1666666666667,2.0,1663
117500,44,2,2,0,5,0,0,3,10,0,0,0,0,0,1,8,70.0,9100,0,429.0,1.0,2,3,2750.0,1,5,3,0,925,5,185.0,1.5,925
160000,69,3,2,1,5,1,0,4,6,0,0,0,0,0,1,6,130.0,9600,70,256.0,1.0,2,3,1284.0,1,5,3,3,1308,7,186.85714285714286,2.5,1308
187000,51,1,3,1,5,0,0,3,10,0,0,0,0,1,1,8,81.0,14175,0,323.0,1.0,2,3,3768.0,1,4,3,4,1375,6,229.16666666666666,2.0,1375
350000,4,4,2,0,8,0,1,4,10,0,0,0,0,0,1,8,110.0,14277,420,2454.0,3.0,2,5,5628.0,2,5,4,4,2385,7,340.7142857142857,3.5,2385
133000,34,2,2,0,5,0,1,3,10,1,0,0,0,0,1,8,60.0,9000,45,480.0,2.0,2,4,0.0,2,3,3,0,1792,8,224.0,3.0,1792
417500,1,4,2,0,8,0,0,4,10,0,0,0,0,1,1,8,105.0,13693,436,1950.0,3.0,2,5,12348.0,4,5,5,5,2464,9,273.77777777777777,3.5,2464
175900,2,3,2,0,7,0,0,4,10,0,0,1,0,1,1,8,51.0,3635,163,1320.0,3.0,2,4,4940.0,1,5,4,3,1569,7,224.14285714285714,2.5,1569
323262,0,3,2,0,9,0,0,5,10,0,0,0,0,1,1,8,84.0,10933,209,3414.0,3.0,2,5,6126.0,4,5,5,4,1680,8,210.0,2.5,1680
185000,4,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,65.0,8450,39,1062.0,2.0,2,4,4194.0,2,5,4,0,1337,6,222.83333333333334,3.0,1337
129800,72,2,2,1,6,0,0,3,6,0,0,0,0,0,1,8,60.0,8550,268,240.0,1.0,2,3,2296.0,1,5,3,2,816,4,204.0,2.0,816
220000,5,4,2,0,7,0,0,4,10,0,0,0,0,0,1,8,95.0,12182,70,1064.0,2.0,2,4,4804.0,2,5,4,4,1541,7,220.14285714285714,2.0,1541
133000,74,2,2,1,4,1,0,3,2,0,0,0,0,0,1,8,51.0,6120,174,240.0,1.0,2,3,0.0,1,5,4,0,1573,6,262.1666666666667,1.0,1573
133500,60,2,1,1,4,1,0,3,6,0,0,0,0,0,1,8,60.0,10800,204,384.0,1.0,2,3,0.0,1,3,3,0,1461,6,243.5,2.0,1461
170000,34,2,2,0,6,0,0,3,8,1,0,0,0,0,1,8,74.0,12760,0,776.0,2.0,2,3,0.0,1,3,3,0,2048,9,227.55555555555554,3.0,2048
168000,14,2,2,1,6,0,1,3,6,0,0,0,0,0,1,8,50.0,7655,374,784.0,2.0,2,4,0.0,1,4,3,3,1642,7,234.57142857142858,2.5,1642
140750,88,2,2,1,6,0,1,3,6,0,0,0,0,0,1,7,60.0,10560,0,624.0,2.0,2,2,849.0,1,5,3,0,1470,6,245.0,1.5,1470
204000,8,2,2,1,6,0,1,3,10,0,0,0,0,0,1,8,60.0,7500,218,1446.0,2.0,2,4,0.0,1,5,3,3,2299,7,328.42857142857144,3.5,2299
222500,9,2,2,0,7,0,1,4,10,0,0,0,0,0,1,8,50.0,9505,192,1302.0,2.0,2,4,0.0,1,5,4,4,2035,8,254.375,2.5,2035
134500,44,2,2,0,5,1,0,3,6,0,0,0,0,0,1,8,69.0,10205,222,300.0,1.0,2,3,3136.0,3,3,3,0,999,6,166.5,2.0,999
214000,3,4,2,0,8,0,0,4,6,0,0,1,0,0,1,8,45.0,4379,216,1620.0,2.0,2,4,5106.0,3,5,4,4,1378,6,229.66666666666666,3.0,1378
119900,67,2,1,1,5,1,0,3,6,0,0,0,1,0,1,8,65.0,7800,271,410.0,2.0,2,4,1521.0,2,3,3,4,1118,5,223.6,2.0,1118
118000,53,1,2,0,4,0,0,3,10,1,0,0,0,0,1,8,92.0,12108,0,0.0,0.0,2,3,665.0,1,3,2,0,1440,8,180.0,2.0,1440
135000,47,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,70.0,7000,16,508.0,1.0,2,3,1764.0,1,5,3,0,1134,6,189.0,1.0,1134
207000,85,2,2,1,6,1,0,3,6,0,0,0,0,0,1,8,64.0,13053,220,370.0,2.0,0,3,0.0,1,4,4,4,1848,8,231.0,1.5,1848
136500,83,1,2,1,6,1,0,3,6,0,0,0,0,0,1,8,60.0,8400,470,576.0,2.0,2,3,1269.0,1,2,3,4,1694,7,242.0,2.0,1694
107900,54,2,2,1,4,0,0,3,6,0,0,0,0,0,1,8,50.0,6000,0,281.0,1.0,2,3,0.0,1,5,3,0,901,4,225.25,1.0,901
126000,69,2,2,1,6,1,0,3,10,0,0,0,0,0,1,8,51.0,6240,309,528.0,2.0,2,3,104.0,1,4,3,4,1409,6,234.83333333333334,2.5,1409
215000,50,2,2,0,6,0,0,3,9,0,0,0,0,1,1,8,141.0,31770,272,1584.0,2.0,1,3,2556.0,4,2,3,4,1656,7,236.57142857142858,2.0,1656
147000,59,2,2,1,5,0,0,4,6,0,0,0,0,0,1,8,80.0,9600,200,264.0,1.0,2,3,3035.0,1,4,4,4,1113,5,222.6,1.0,1113
147500,93,3,2,1,6,0,0,4,4,0,0,0,0,0,1,8,64.0,8574,180,440.0,2.0,2,3,0.0,1,5,4,4,1232,6,205.33333333333334,1.0,1232
383000,1,4,2,0,9,0,0,5,10,0,0,0,0,1,1,8,104.0,14418,363,2118.0,3.0,2,5,8250.0,4,5,5,4,1950,7,278.57142857142856,3.0,1950
241500,18,3,2,0,7,0,0,3,6,0,0,0,0,0,1,8,80.0,10400,236,1812.0,2.0,2,4,5574.0,3,4,3,3,1872,6,312.0,2.5,1872
147500,94,3,2,1,6,1,0,3,6,0,0,0,0,0,1,8,63.0,15564,424,400.0,2.0,2,4,0.0,1,5,3,0,1264,6,210.66666666666666,1.0,1264
355000,3,4,2,0,8,0,1,4,10,0,0,0,0,0,1,8,101.0,13543,224,2049.0,3.0,2,5,96.0,4,5,5,4,2500,9,277.77777777777777,3.5,2500
109500,84,2,2,1,5,1,0,3,6,0,0,0,0,0,1,8,50.0,6130,116,0.0,0.0,2,3,3920.0,1,4,4,0,784,5,156.8,2.0,784
45000,69,2,2,1,2,0,0,3,6,0,0,0,0,0,1,8,50.0,5925,25,308.0,1.0,0,0,0.0,0,2,3,0,612,4,153.0,1.0,612
244400,70,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,85.0,24090,374,349.0,1.0,2,3,0.0,2,5,3,3,2403,10,240.3,2.0,2403
167000,56,2,2,0,6,0,0,3,6,0,0,0,0,1,1,8,80.0,9600,110,1254.0,2.0,2,3,7710.0,1,3,3,4,1644,7,234.85714285714286,2.0,1644
200000,5,3,2,0,7,0,1,4,10,0,0,0,0,0,1,8,65.0,8158,449,1626.0,2.0,2,4,0.0,1,5,4,0,1729,7,247.0,2.5,1729
80000,70,1,2,1,5,0,0,3,6,0,0,0,0,0,1,8,50.0,5220,108,180.0,1.0,1,3,0.0,1,4,3,0,879,4,219.75,1.0,879
115000,51,1,2,1,5,0,0,3,7,0,0,0,0,1,1,8,60.0,8172,0,572.0,2.0,0,3,501.0,1,3,3,0,864,5,172.8,2.0,864
139000,52,2,2,0,6,0,0,3,6,0,0,0,0,0,1,8,72.0,9000,44,594.0,1.0,2,4,1232.0,1,4,3,4,1196,6,199.33333333333334,2.0,1196
149500,28,1,2,0,6,0,1,3,6,0,0,0,0,1,1,8,74.0,7844,0,1320.0,2.0,2,3,1045.0,1,3,3,3,1400,6,233.33333333333334,1.5,1400
108000,69,1,1,1,4,0,1,3,6,0,0,0,0,0,1,8,60.0,9084,120,296.0,1.0,1,3,0.0,2,3,3,4,1510,7,215.71428571428572,2.0,1510
106250,108,2,2,1,4,0,1,3,6,0,0,0,1,0,1,8,60.0,10800,544,0.0,0.0,0,0,0.0,0,3,3,0,1294,7,184.85714285714286,2.0,1294
194000,1,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,74.0,8556,233,1652.0,3.0,2,4,0.0,3,5,4,0,1240,5,248.0,2.0,1240
129500,44,1,1,0,5,0,0,3,6,0,0,0,0,1,1,8,70.0,9100,0,624.0,2.0,2,3,72.0,1,5,3,0,988,6,164.66666666666666,2.0,988
126000,39,2,2,0,5,0,0,3,6,1,0,0,0,0,1,8,63.0,8668,0,792.0,3.0,2,3,0.0,1,3,3,0,1560,8,195.0,2.0,1560
120000,59,1,2,0,5,0,0,3,6,0,0,0,0,0,1,7,70.0,11767,252,390.0,1.0,2,2,3234.0,2,3,3,0,1368,6,228.0,2.0,1368
213000,6,3,2,1,7,0,0,4,10,0,0,0,0,0,1,8,70.0,8400,179,1212.0,2.0,2,4,4272.0,3,5,4,0,1484,7,212.0,3.0,1484
190000,26,4,2,0,8,0,0,4,6,0,0,1,0,0,1,8,40.0,3874,211,1452.0,2.0,2,4,4842.0,4,3,4,2,1226,4,306.5,2.0,1226
183500,13,2,2,1,6,0,0,3,6,0,0,0,0,0,1,8,63.0,8076,170,1206.0,2.0,2,4,4230.0,1,4,3,3,1169,6,194.83333333333334,2.5,1169
172000,44,2,2,1,7,0,0,3,8,0,0,0,0,0,1,8,93.0,10090,671,276.0,1.0,2,3,3141.0,3,3,3,3,1651,6,275.1666666666667,2.5,1651
100000,71,1,2,1,4,0,0,3,6,0,0,0,0,0,1,8,67.0,8877,0,288.0,1.0,2,3,3450.0,2,5,3,4,816,3,272.0,2.0,816
218836,1,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,85.0,11058,24,1628.0,3.0,2,4,336.0,1,5,4,0,1564,6,260.6666666666667,2.0,1564
163000,103,2,2,1,6,1,0,3,6,0,0,0,1,0,1,8,60.0,10800,237,672.0,2.0,2,2,0.0,1,5,3,3,1912,7,273.14285714285717,2.0,1912
206580,1,2,2,0,7,0,0,4,10,0,0,0,0,0,1,8,59.0,10936,118,1068.0,2.0,2,4,0.0,3,5,4,4,1525,6,254.16666666666666,2.5,1525
163990,1,3,2,1,6,0,1,4,10,0,0,0,0,0,1,8,65.0,8461,24,1170.0,2.0,2,4,0.0,1,5,4,4,1456,8,182.0,2.5,1456
116500,96,1,2,1,5,0,1,2,5,0,0,0,0,0,1,8,60.0,7518,117,390.0,1.0,0,2,0.0,1,4,3,0,1330,7,190.0,1.0,1330
188000,6,2,2,1,7,0,1,4,10,0,0,0,0,0,1,8,63.0,8010,186,1200.0,2.0,2,4,0.0,1,5,4,4,1720,7,245.71428571428572,2.5,1720
175000,41,2,2,0,5,1,0,3,6,0,0,0,0,0,1,8,72.0,10050,180,1296.0,2.0,2,3,3612.0,3,5,3,3,1280,6,213.33333333333334,2.5,1280
182000,19,4,2,0,8,0,0,4,10,0,0,1,0,0,1,8,38.0,4740,243,960.0,2.0,2,4,1488.0,4,4,3,0,1179,5,235.8,3.0,1179
103000,81,2,1,1,5,0,0,4,6,0,0,0,0,0,1,8,60.0,6978,116,1152.0,2.0,2,3,0.0,1,3,3,0,960,5,192.0,1.0,960
149500,50,2,2,1,6,0,0,4,6,0,0,0,0,1,1,8,66.0,9240,156,297.0,1.0,2,3,3540.0,1,3,4,0,988,6,164.66666666666666,3.0,988
142500,29,2,2,0,7,0,0,3,6,0,1,0,0,0,1,8,24.0,2304,140,319.0,1.0,2,4,3798.0,1,3,3,0,1055,4,263.75,2.0,1055
136500,81,3,2,1,5,0,0,3,6,0,0,0,0,1,1,8,54.0,7223,64,352.0,1.0,2,3,1276.0,2,3,3,0,1422,6,237.0,1.0,1422
137000,13,1,2,1,6,0,1,3,10,0,1,0,0,0,1,8,66.0,3612,48,484.0,2.0,2,4,2028.0,1,5,3,0,1320,5,264.0,2.5,1320
226500,20,3,2,0,7,0,0,4,7,0,0,0,0,0,1,8,63.0,12680,189,1056.0,2.0,2,4,5898.0,2,5,5,5,1688,6,281.3333333333333,3.0,1688
171500,20,2,2,0,7,0,0,3,6,0,0,0,0,0,1,8,85.0,10176,192,506.0,2.0,2,4,3822.0,4,4,4,1,1341,5,268.2,2.5,1341
132500,30,3,2,0,5,0,0,3,6,0,0,0,0,0,1,8,55.0,10780,0,576.0,2.0,2,3,2415.0,3,4,3,0,954,6,159.0,1.0,954
87500,57,2,2,1,3,0,0,3,4,1,0,0,0,0,1,8,72.0,8544,0,400.0,2.0,2,0,0.0,0,2,3,0,1040,6,173.33333333333334,2.0,1040
223000,7,4,2,0,7,0,1,3,10,0,0,0,0,0,1,8,79.0,10646,0,1638.0,2.0,2,3,4086.0,1,5,3,3,1789,7,255.57142857142858,3.5,1789
174000,46,2,2,1,6,0,0,4,6,0,0,0,0,0,1,8,80.0,8400,36,924.0,2.0,2,3,0.0,1,3,4,4,1537,7,219.57142857142858,2.5,1537
142000,55,2,2,1,5,0,0,3,6,0,0,0,0,1,1,8,85.0,15428,195,810.0,1.0,2,3,2223.0,1,5,3,0,884,4,221.0,2.0,884
232600,0,4,2,0,8,0,0,4,10,0,0,0,0,0,1,8,81.0,11216,140,1552.0,2.0,2,4,0.0,1,5,4,4,1489,7,212.71428571428572,2.0,1489
181000,32,3,2,1,6,0,0,3,6,0,0,0,0,1,1,8,78.0,10140,265,968.0,2.0,2,3,4069.0,1,2,4,2,1309,5,261.8,2.5,1309
151400,33,1,2,0,6,0,1,3,10,0,0,1,0,0,1,4,42.0,3964,748,1728.0,2.0,2,4,4185.0,1,4,3,4,2521,10,252.1,3.5,2521
250000,1,4,2,0,8,0,0,4,10,0,0,0,0,0,1,8,98.0,11428,44,1732.0,3.0,2,4,0.0,1,5,4,4,1634,7,233.42857142857142,2.0,1634
196500,22,3,2,0,7,0,1,3,6,0,0,0,0,0,1,8,80.0,10421,450,496.0,2.0,2,4,2364.0,1,3,3,3,1714,7,244.85714285714286,2.5,1714
185000,128,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,75.0,13500,298,576.0,2.0,0,3,0.0,1,3,3,4,2454,8,306.75,2.0,2454
113000,40,3,1,0,6,0,0,3,6,0,0,0,0,0,1,8,75.0,9000,0,336.0,1.0,2,3,3820.0,3,3,3,0,1216,5,243.2,2.0,1216
392000,0,4,2,0,8,0,0,4,6,0,0,0,0,0,1,8,60.0,8089,140,1134.0,2.0,2,4,5670.0,3,5,4,4,1419,7,202.71428571428572,3.0,1419
127500,31,1,2,0,6,1,0,3,7,1,0,0,0,0,1,8,35.0,9400,0,0.0,0.0,2,4,5670.0,4,3,3,0,980,4,245.0,3.0,980
177000,7,4,2,0,6,0,1,4,6,0,1,0,0,0,1,8,24.0,2117,32,440.0,2.0,2,4,2502.0,1,5,4,0,1573,4,393.25,2.5,1573
265000,3,4,2,0,6,0,1,4,10,0,0,0,0,0,1,6,85.0,10625,320,1488.0,3.0,2,4,0.0,3,5,4,4,2443,9,271.44444444444446,2.5,2443
312500,9,4,2,0,8,0,1,4,10,0,0,0,0,0,1,8,106.0,8413,327,2210.0,2.0,2,5,5406.0,2,5,4,3,2362,8,295.25,3.5,2362
275000,29,4,2,0,8,0,0,4,10,0,0,0,0,0,1,4,94.0,15676,717,1728.0,3.0,2,4,8941.0,4,4,4,4,2014,6,335.6666666666667,3.0,2014
290000,12,4,2,0,7,0,1,4,10,0,0,0,0,0,1,8,82.0,9950,338,1442.0,3.0,2,4,3390.0,1,5,4,3,2520,9,280.0,2.5,2520
169000,36,1,1,1,6,0,0,3,8,0,0,0,0,1,1,8,39.0,15410,482,1383.0,2.0,2,3,5658.0,4,5,3,2,1494,7,213.42857142857142,3.0,1494
89000,85,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,50.0,6000,129,205.0,1.0,2,3,1232.0,1,4,3,0,616,4,154.0,1.0,616
180400,12,2,2,0,6,0,1,3,10,0,0,0,0,0,1,8,63.0,8402,75,1179.0,2.0,2,4,0.0,1,4,3,4,1465,7,209.28571428571428,2.5,1465
284000,6,4,2,1,8,0,0,4,10,0,0,0,0,0,1,8,85.0,10655,0,1760.0,3.0,2,4,8181.0,1,5,4,4,1629,7,232.71428571428572,3.0,1629
114500,49,2,1,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,10150,0,550.0,1.0,2,3,1368.0,1,5,3,0,912,5,182.4,1.0,912
212900,1,3,2,1,7,0,0,4,10,0,0,0,0,0,1,8,84.0,10084,164,1564.0,3.0,2,4,144.0,3,5,4,0,1552,7,221.71428571428572,2.0,1552
187100,8,3,2,1,7,0,0,4,10,0,0,0,0,0,1,8,67.0,16285,33,1210.0,2.0,2,4,0.0,1,5,4,0,1430,6,238.33333333333334,2.0,1430
176000,8,4,2,0,6,0,1,3,6,0,0,1,0,0,1,8,34.0,3230,32,440.0,2.0,2,4,2514.0,1,4,3,2,1458,5,291.6,2.5,1458
215000,39,3,2,0,6,0,0,3,8,0,0,0,0,1,1,8,63.0,21579,216,1104.0,2.0,2,4,3252.0,1,5,3,4,1488,7,212.57142857142858,2.5,1488
185900,4,3,2,0,7,0,1,4,10,0,0,0,0,0,1,8,64.0,8320,45,1040.0,2.0,2,4,2940.0,1,5,4,0,1582,6,263.6666666666667,2.5,1582
120500,39,2,2,0,4,0,0,3,7,0,0,0,0,0,1,8,60.0,6960,96,660.0,2.0,2,3,2831.0,1,3,4,0,864,5,172.8,1.0,864
192140,1,2,1,0,5,0,1,4,10,0,0,0,0,0,1,8,60.0,21930,140,1116.0,2.0,2,4,0.0,3,5,3,4,1838,7,262.57142857142856,2.5,1838
130500,26,2,2,1,5,0,0,4,10,0,0,0,0,0,1,8,60.0,6600,0,264.0,1.0,2,3,3205.0,1,5,4,5,816,5,163.2,1.5,816
